Star,RA,DEC,RMS,Median Mag,SS Best Metric,SNR at Peak,Peak Period
14055068,82.91369629,-0.757939756,0.152784281,12.86566162,1.28446,0.004588197,1.49532
15175564,79.20497894,-1.983027935,0.158412422,13.27739882,1.01588,0.004469934,1.00054
14316889,108.4404221,-0.949903429,0.054600213,10.77865505,1.003465,0.004901528,1.49584
58473225,85.19763184,0.692870557,0.107062055,12.61760616,1.28459,0.00338553,1.32957
45021622,103.0439529,-18.89712143,0.646447519,13.54550934,1.03538,0.090499504,0.98052
45017525,102.6730957,-17.92834663,0.05353482,11.24358654,0.498675,0.002788918,0.99898
28548283,117.1325378,-68.2808609,0.132375391,12.63792753,1.494865,0.004213431,0.99924
14732817,85.27563477,-3.130193472,0.113854555,12.2198391,0.994755,0.003381955,1.49545
14732582,84.89775848,-1.983831048,0.136079218,12.19812536,0.99924,0.010716307,0.99976
16010693,80.43804932,-3.022724867,0.279288561,12.40949774,0.996185,0.012730452,1.49402
58389878,4.394650936,0.046210807,0.096027638,12.40511799,1.362915,0.003632351,1.49675
14729980,82.08303833,-3.441958904,0.14772368,12.72877789,0.99534,0.003999825,1.03421
54021723,84.38597107,-5.970640183,0.874735399,9.698854925,0.99729,0.006068675,1.49987
15187403,82.75019073,-0.447558969,0.175976557,14.2095499,1.276075,0.010910523,1.43331
45109720,108.2999725,-15.12537098,0.168449282,10.76405907,1.00977,0.006783054,1.49558
54023017,84.92160034,-5.62575388,0.171433921,13.23407269,1.03525,0.004630259,0.99495
14048008,71.1153183,-0.845729768,0.06194659,11.39095926,1.26353,0.003271156,1.24754
59067735,81.2937851,1.599438548,0.115074011,12.49734592,1.002555,0.006344939,0.99482
14728690,81.11914063,-3.333640099,0.161006116,13.24861145,1.00912,0.003626206,1.33204
59499599,81.06982422,0.926332057,0.191704163,13.9630537,1.007235,0.012696263,1.42889
37458197,118.2345123,-45.25155258,0.301876545,11.70973849,0.99729,0.007994745,0.9995
56276897,94.67623138,-11.03584576,0.090272906,12.13092804,1.34907,0.003673834,1.49558
3203783,114.2058029,-39.74588776,0.137934119,13.18244791,1.07347,0.002770189,0.98741
54201079,102.0485764,-5.177520275,0.050164275,9.69771004,0.996185,0.001522079,1.49636
44924172,94.04401398,-17.07296371,0.195537681,12.52513885,0.99612,0.004618621,0.9943
56495851,110.0075226,-10.59884262,0.095147838,11.3848722,0.74795,0.003108979,1.49831
53926106,65.04603577,-8.549678802,0.177192804,13.49711275,0.99612,0.003331148,1.49558
33767981,80.662323,-20.3386879,0.121054686,12.65000677,0.712915,0.001046624,1.49649
59062296,77.22514343,3.25059104,0.436288382,9.401853565,1.037005,0.014640093,0.99508
56376359,102.6504669,-13.34071541,0.128198829,12.73600865,0.99924,0.002418326,0.99781
6750054,91.17385101,6.113057137,0.101082751,11.95435953,0.995015,0.007468696,0.49926
37296484,99.0552597,-45.8739624,0.038359586,10.79372835,0.994495,0.001349041,1.49792
37470621,119.2937775,-47.67611313,0.11908374,11.9913559,1.370585,0.003251417,0.49861
48925522,120.3766556,-53.04232025,0.147337535,13.08268213,1.03512,0.002004827,0.99885
56254028,92.03551483,-12.62747955,0.020705727,9.368368625,1.035185,0.001571561,1.49844
16015399,83.88585663,-4.336475849,0.078267217,7.585322615,1.49285,0.01552909,0.993
16795625,82.33823395,-4.541705132,0.449705584,13.39421463,1.00522,0.010054127,1.49415
7556617,85.94406891,7.135013103,0.144568412,13.45709133,1.137885,0.003413017,1.33295
60331548,82.40155029,3.49960494,0.126965404,12.93466663,1.001255,0.003727107,1.33204
15171448,77.79862976,-2.390768051,0.236571441,13.36444068,0.99729,0.007774549,1.02433
7531096,75.33649445,7.652097225,0.154182322,13.27941227,0.997745,0.005115686,1.49363
62482445,93.44829559,-27.21497154,0.05001866,11.39202881,0.99625,0.003306062,0.99794
59499107,80.92826843,1.43185997,0.152236587,13.51141405,1.22531,0.008888527,1.49714
61759948,90.92416382,-25.60969925,0.058845935,9.70719337,0.99599,0.006425399,1.49844
16002839,77.60971832,-2.928527832,0.141906003,12.43804765,0.498935,0.004920008,1.49701
54220014,102.9835434,-7.398394585,0.358862017,11.84404183,0.996055,0.004239767,1.00288
58467736,80.14579773,0.719528973,0.129495394,12.32875228,0.953025,0.003638335,1.49584
6740563,83.32995605,5.486246109,0.171936773,14.03681326,1.4909,0.006669054,1.49337
24896027,118.2788086,-59.22600174,0.135024051,12.96519327,1.034925,0.001124538,0.99833
61835219,107.8002243,-27.19207954,0.08649524,11.81564522,1.015815,0.003986679,1.49597
27428765,56.75418854,-67.26873779,0.138009624,12.98653984,1.035055,0.003852019,0.99781
9499018,120.6520309,-41.57937241,0.136446984,12.66252614,1.339515,0.00204632,1.00535
60344358,87.83255005,4.583000183,0.146089455,13.489007,0.992805,0.006007011,0.99495
54029201,86.89259338,-6.230962276,0.112257463,12.46110916,0.925335,0.002702308,1.3297
16015481,83.9147644,-4.419390678,0.563247512,11.60489035,0.98832,0.01542846,1.49402
37474253,119.6093521,-48.01470566,0.170636543,13.84806919,1.03512,0.002895141,1.49987
59052372,62.93669128,2.411106586,0.097598493,12.55535793,0.669365,0.003761488,1.49805
59505672,82.86017609,2.797041416,0.10697876,11.72546816,1.00353,0.007477051,1.49818
47852173,22.14904404,-54.56479263,0.091047162,11.94367171,1.12794,0.004420938,1.49779
37137855,33.90011597,-48.01225662,0.073795557,11.88568926,1.03252,0.00312119,1.49792
37431620,115.8046951,-47.76885223,0.153339604,13.05411911,1.004765,0.002261809,1.49766
37490564,121.082161,-49.61732483,0.080611528,11.26362753,0.97337,0.002731736,0.99742
3250158,117.7022552,-36.68152237,0.327220804,12.15881538,0.498675,0.001020601,0.99859
37239526,85.08657837,-48.34503174,0.081136115,12.01410961,1.03499,0.002057692,1.49584
37482975,120.3636398,-49.67264175,0.264838163,12.18916845,0.973435,0.004860622,1.49987
36131991,80.09240723,-71.78858948,0.101622366,12.35815287,0.99716,0.002978295,0.9969
15185106,82.07488251,-1.802149534,0.252322971,12.43564749,1.002555,0.017188226,0.66605
37494010,121.4260254,-48.47213745,0.05836509,10.79986477,0.99742,0.004011422,0.99989
9388692,111.1360397,-44.57722473,0.072292741,11.45973563,0.997225,0.003224313,0.99703
44829290,80.82411957,-19.3024025,0.054925841,11.03337407,1.45411,0.004191669,1.49831
37425699,115.1855545,-48.01569366,0.091526211,12.08801508,1.03512,0.001837452,0.99872
49877965,52.68289948,-60.42739105,0.075350437,11.98057795,1.034795,0.003509851,0.99846
63610102,106.5370255,-80.08963776,0.046978671,11.16944408,1.035185,0.000831953,0.99937
63558867,37.11495972,-84.64861298,0.095995603,12.43789816,1.035055,0.000442451,0.99872
15188898,83.25473785,-0.351377785,0.19396903,12.84856272,0.96089,0.009955218,1.49402
2885533,40.73684692,-39.29415131,0.161381072,13.40832186,1.035055,0.00124479,1.4051
39709939,111.4829178,-75.94834137,0.084488798,11.99493408,0.99729,0.001184372,0.99703
14055702,83.87846375,-0.181381956,0.234051337,14.1543932,9.16602,0.125807734,9.52372
15188410,83.09425354,-2.017044067,0.190980533,13.39610195,9.32184,0.072646496,1.64354
9542108,124.6968765,-44.33236313,0.135817545,13.71769905,9.24638,0.05062521,3.17822
59094502,92.36752319,3.340953112,0.142084165,13.57969952,9.23364,0.094110711,5.6929
54028651,86.77026367,-7.782189846,0.185072331,13.97250271,9.51196,0.051104061,2.63922
14729090,81.39445496,-2.271497965,0.160568741,13.36138344,8.7603,0.051530206,9.38358
48284627,119.816124,-51.28886032,0.217642053,13.4053526,9.47668,0.386799695,9.4169
15019278,95.78028107,-4.957623482,0.147355901,12.47790432,9.91964,nan,5.65174
59360390,89.26005554,4.243039131,0.129989076,13.15119171,9.61682,0.053621605,4.52866
14703242,25.93418121,-3.50689888,0.03758887,11.01724577,9.25716,0.027666182,6.7268
59052640,63.53802109,1.76080513,0.059960748,11.75467587,9.76186,0.026660352,6.18878
53974365,76.40823364,-5.034565926,0.194155582,13.27604771,9.4316,0.051968869,3.80248
59068578,81.87598419,3.838277102,0.140245342,11.83428239,9.9069,nan,6.23974
15223575,95.39501953,-1.031734467,0.0989607,12.39754033,9.41886,0.031080909,6.47298
16015098,83.78845215,-2.690155268,0.140777459,12.51292419,9.76088,nan,5.13724
14054811,82.41151428,-0.626710713,0.11749275,11.79129529,9.65602,nan,3.61628
61032720,73.93093872,2.087162972,0.05454433,10.8023994,9.63642,nan,5.17938
54026391,86.20346832,-8.2996521,0.137251782,12.96116447,9.65014,0.02523959,9.96276
53938494,68.45697021,-7.791986465,0.070280119,11.70402455,9.951,0.09458387,5.48612
44665565,13.27519417,-15.78611183,0.039134527,11.08029795,9.62858,0.090519515,5.48612
54247214,104.6219254,-6.64297533,0.367945387,12.00739288,9.64034,nan,6.96886
37434515,116.09375,-47.82563782,0.16158091,13.05668068,9.65406,0.041651617,9.47276
56360904,101.5510025,-13.62727642,0.105158114,12.44864225,9.65112,nan,5.48416
45088272,107.1029511,-16.49648476,0.477246633,13.82161975,9.39338,nan,4.73348
11685806,89.08279419,-30.66284752,0.110168526,12.43065167,9.65112,0.093452664,8.96414
14728382,80.84120178,-4.152966499,0.110957722,12.22029495,9.64524,0.058886354,5.38812
59082078,89.84710693,1.137188315,0.065629275,11.85456181,9.66876,nan,5.49396
54018473,83.67037964,-6.576404095,0.159544923,12.88136053,9.87162,nan,7.73326
9439648,115.5329056,-43.14819717,0.133872273,12.88016272,9.28754,0.050579189,9.31596
37299864,99.67202759,-46.17502975,0.024310732,7.34439611,9.90494,nan,8.07822
56219521,86.98213196,-10.9236412,0.107386255,12.7102499,9.1425,0.018374197,9.8285
11732977,95.61275482,-30.46287918,0.03303875,10.12134695,2.99692,nan,7.9469
59098791,93.23120117,2.826079845,0.334093806,11.03381062,9.32184,nan,4.32482
58466838,78.18534851,0.155774549,0.025909989,9.88301373,9.90592,nan,5.47926
59054582,67.05569458,3.244168758,0.122746973,12.7318964,9.80596,0.029417397,4.90302
45056278,105.3303223,-15.45609856,0.083649046,11.66450787,9.10036,nan,8.34772
54022088,84.51919556,-5.527632236,0.133412129,12.57436752,9.79126,nan,5.1686
53991467,79.40524292,-7.557587624,0.257631285,12.59136963,9.25618,0.046989559,8.95532
9541431,124.6148834,-42.96466064,0.448405855,13.4515295,8.22816,nan,6.11332
11816736,103.8297348,-31.27906418,0.150028536,12.69477367,9.18366,nan,9.1278
59070681,83.2869339,2.412197828,0.139922656,12.79238939,9.3042,nan,4.12882
6968273,79.35852814,7.006455421,0.02660986,10.21588087,9.66484,0.017162469,9.69914
53995250,80.09435272,-8.95148468,0.175805673,13.56621528,9.4806,0.091637587,7.9469
49823258,9.352417946,-64.96566772,0.224570079,14.00663948,9.30812,0.058257179,9.48354
48294668,123.7306442,-50.75977325,0.205251294,13.05264997,9.65014,0.031422517,9.66974
54023388,85.10402679,-8.125882149,0.180703673,13.44674635,9.31106,nan,6.34754
27423300,29.32142448,-68.48472595,0.150579556,13.12113667,6.21132,nan,6.97082
9398922,112.0423584,-42.57471085,0.127308248,11.5386858,9.22482,nan,9.02294
9440088,115.5691528,-42.10326386,0.107503821,11.94540381,4.98632,0.051601621,4.4875
9432158,114.9298935,-41.54041672,0.111898138,12.48619127,9.64818,nan,8.95238
58469496,83.43406677,0.355098724,0.134384571,12.49027061,9.85496,0.06662264,4.48162
15161914,74.55461884,-1.010020494,0.098059996,12.17272091,7.9224,0.034065707,4.60608
53794629,2.484478951,-7.781000614,0.086142976,12.21377707,8.4663,nan,4.48848
34242958,119.4427948,-20.1452961,0.046908616,9.337109565,9.6521,0.051313029,5.8056
14053603,80.17512512,-1.469643831,0.132395958,12.84527969,9.45806,nan,5.4038
44798605,73.70587921,-15.8200407,0.167736359,13.79656076,9.78146,0.051430725,9.37966
54027685,86.5582962,-8.300243378,0.114135321,12.22458649,9.65896,0.082447244,5.48612
54027891,86.60508728,-8.009711266,0.158533218,13.1286211,9.314,nan,7.65486
9428508,114.6190033,-41.5573082,0.146807285,13.51893712,9.73246,0.075397669,4.48456
9201931,79.77514648,-40.56071091,0.166566382,13.08267546,9.65112,nan,7.97434
2974965,83.14219666,-35.9314537,0.080234248,11.75467396,6.99336,0.043329325,3.49476
6722358,32.72000122,5.167065144,0.188619196,13.97816944,9.23266,0.050211524,3.33012
3028140,95.19461823,-36.32950974,0.090863538,11.38213039,9.65308,nan,6.97572
48807581,29.41759872,-53.9681778,0.067192928,11.78409672,9.00628,0.022471209,9.71678
56206531,84.35228729,-10.88072205,0.14070918,12.85849667,9.31596,0.045159508,8.10076
62431643,49.27019119,-28.91271019,0.153073136,13.35614443,9.65308,0.049067087,8.3291
11742945,96.9983139,-34.06901932,0.066064208,11.38083267,9.65112,nan,6.49944
44726421,48.48881149,-17.62996101,0.08852746,12.28867245,9.65112,nan,5.49396
37448980,117.4264908,-46.20772934,0.489375313,12.64320278,9.93826,nan,0.49792
45108256,108.2150421,-19.43392563,0.235661871,13.42803335,9.63054,0.116793591,4.04748
9323699,104.4059677,-42.75305939,0.184710419,12.77042437,9.76872,0.019188874,9.9118
14726740,78.88793182,-3.307313919,0.204256307,12.99477029,9.11996,0.082552163,2.90578
48938766,123.6947708,-51.86014557,0.120177672,12.09256649,9.2895,nan,8.97394
62466262,83.59223938,-28.54741478,0.136736864,12.51354027,9.65112,nan,8.50354
58402805,18.04727364,0.847690642,0.028323129,10.3550415,9.70306,nan,3.3654
14060260,85.53634644,-1.256649852,0.155204939,13.38934756,9.53058,0.052863185,4.56492
54001585,81.09196472,-6.65430069,0.082702327,11.72962379,5.4969,nan,7.32068
3028389,95.23825073,-37.22833633,0.122904636,12.63586664,9.65014,nan,4.49338
58447927,58.5750885,0.521392703,0.044474639,11.34588862,9.85006,0.028940395,6.20936
14732132,84.3747406,-3.253382921,0.167577705,13.36952686,9.90592,0.039833938,2.49516
6998971,92.10999298,7.629590034,0.143087482,13.6205163,9.70796,0.027909059,2.62648
7540123,79.98609924,7.196963787,0.191288607,13.70484877,9.79714,0.036375089,2.25702
37292398,98.29091644,-48.80368805,0.123829671,12.77118969,9.65014,0.019133347,9.97844
37517867,123.7524567,-48.2802887,0.185511259,13.45577335,9.5933,0.127496168,5.62234
44781617,69.03276062,-15.46137142,0.168125199,13.7565546,9.09644,nan,5.58412
59500990,81.46007538,0.316761136,0.15710793,13.11417818,9.20914,0.046543094,5.56942
9223437,85.98725128,-44.5272522,0.069298781,11.44892335,8.31048,0.0672352,4.49338
14724919,76.06699371,-2.249200583,0.204263794,11.58110332,9.2552,0.051315697,3.97986
37442836,116.8734283,-48.46995163,0.094593523,11.67479205,9.65014,nan,9.4757
58469376,83.16529083,1.275539398,0.077603572,11.9841547,9.76088,nan,5.47926
