Star,RA,DEC,RMS,Median Mag,SS Best Metric,SNR at Peak,Peak Period
61056072,115.2833633,-25.62333488,0.031980606,7.7913022,0.985005,0.004659566,1.49818
34255388,120.0809631,-23.02725792,0.031963727,9.58566475,1.496165,0.003775056,0.99807
28520771,80.83404541,-68.29377747,0.031836897,10.3670497,0.99573,0.002465035,0.99599
61180161,98.7530899,-27.28754807,0.031834339,7.9688468,0.99924,0.005538795,1.49844
33874530,96.79498291,-21.36728668,0.031723304,9.75196266,0.997875,0.002420066,0.99846
14053445,79.89352417,-0.987713695,0.031712143,10.39228678,0.9618,0.003466169,1.49545
45281887,117.5394058,-18.19398117,0.031606945,10.41042805,0.9839,0.003141495,1.49571
6975561,86.07726288,8.648066521,0.031511889,10.03014088,0.994235,0.002555121,1.49545
61196651,109.0718079,-27.01338577,0.031500558,9.35207558,0.99807,0.003788569,1.4961
59023541,0.973930597,1.881195664,0.031475516,10.58731651,0.498415,0.004778799,1.49558
15023410,101.3512802,-4.728794575,0.031327359,9.204442975,1.01588,0.00520079,1.4961
36098624,58.45858765,-73.59306335,0.031293225,8.49438,0.99768,0.003692912,0.99716
59124633,102.8928223,1.558876991,0.031173347,10.08576775,0.99482,0.004638415,1.32983
54263963,105.4604187,-6.906738758,0.031133614,9.93791676,1.034925,0.003426373,1.49818
56415225,105.2752991,-13.20265484,0.031071477,9.52270079,1.03499,0.002155097,1.49818
15022436,99.29868317,-4.630166054,0.0309642,9.114560125,1.01588,0.007592363,0.66488
45129706,109.4113083,-18.42429733,0.03095379,10.21848536,1.035055,0.000980713,0.99651
61181368,99.36065674,-27.59587288,0.030917117,10.33690906,0.998005,0.003739287,1.49844
39674693,78.31304169,-78.21807098,0.030788156,9.388488055,0.997355,0.001344541,1.49571
11964822,112.5672684,-32.59999084,0.030773344,9.3689518,0.99794,0.003329116,0.99768
12078518,119.791893,-33.60103989,0.030741748,10.2537899,0.996445,0.001934289,0.99755
14787166,107.6349106,-2.457914829,0.030658305,9.89627266,1.005545,0.003214477,0.99495
12157130,123.2804794,-34.44520187,0.030639823,9.92865777,1.495905,0.002189528,0.99586
56647502,117.1903152,-13.30187607,0.030627285,9.26106024,1.034925,0.001999108,1.49805
11723062,94.20759583,-31.57137871,0.030567501,7.57393408,0.99456,0.004788232,0.99924
56520425,111.1238327,-10.40812397,0.030560768,9.94842958,1.035185,0.001769505,0.99755
56569945,113.2809677,-14.86841679,0.030468876,9.142916205,1.035055,0.001509886,1.49844
37419861,114.58461,-45.01501083,0.03046776,9.84834671,1.03512,0.002264549,0.99729
54505067,116.4850769,-7.660660267,0.030406107,9.99334049,0.997355,0.001622397,1.00145
45310232,119.042305,-19.80999947,0.030382977,9.7541151,0.99729,0.002042823,1.49766
49981326,104.0250015,-63.85990524,0.03036829,9.773367885,0.997355,0.002615172,0.99989
54288471,106.4981918,-7.832086563,0.030213889,9.000839235,1.015815,0.002690032,1.49831
54171302,100.5350952,-6.34180975,0.030177343,7.32137418,1.01588,0.005230118,1.49831
33888183,98.10168457,-21.24892616,0.030095092,8.97508907,1.0034,0.002704238,1.49831
59112198,97.57346344,3.167173624,0.030093153,10.31382179,1.38339,0.003265106,1.03486
24818039,103.8372955,-55.26208115,0.030089376,9.727116105,0.997745,0.002871205,0.99872
56286571,95.68354797,-13.21612358,0.030025707,10.22732306,0.995405,0.0036787,1.49831
9041990,95.00889587,7.091049194,0.030003602,10.50847865,0.48795,0.002128884,1.49675
60437375,110.28405,3.298198223,0.029878525,10.13047457,0.99534,0.003977953,1.49545
9473496,118.1526031,-44.0164299,0.029838656,8.70382428,1.03499,0.001198976,1.49805
62601505,112.7628326,-29.49699783,0.029704318,9.78804684,1.01575,0.003354895,0.99781
3032601,95.936409,-38.30687714,0.029656435,9.04796124,1.003465,0.003298704,0.99846
62674715,120.0073776,-29.83058929,0.029581082,9.68483305,1.329765,0.002866731,1.4961
54211858,102.5837097,-9.871293068,0.029571882,9.44524479,1.03499,0.002464585,1.49831
54027287,86.46068573,-8.657099724,0.029483698,10.12480259,1.465485,0.000857659,1.49584
6749649,91.02261353,6.571891308,0.029347714,10.12852764,1.069505,0.003810573,0.9995
14053459,79.91699219,-1.356019259,0.029208657,8.03673744,1.021925,0.00488357,0.99612
61187220,104.1533051,-27.67198944,0.029183801,9.98807716,1.495905,0.002571703,1.49831
62655014,117.7546539,-27.50802612,0.029179097,9.84263706,1.003465,0.002423375,0.99976
62715225,123.307785,-27.84124756,0.02909598,7.14012241,1.034795,0.003431505,1.03486
61176410,96.9418869,-27.2705574,0.029075051,10.15733242,1.113835,0.003448439,1.49753
61047419,100.7568359,-25.89533615,0.029064107,9.07051086,0.99807,0.003559261,1.49818
44933821,95.04945374,-15.41110229,0.028964859,10.23302317,0.99625,0.002573008,1.49584
3052617,99.05493927,-36.64767838,0.028951848,7.25746107,0.49874,0.000933506,1.49766
54591446,122.2489853,-8.42721653,0.028877214,9.051100255,0.993585,0.002255396,1.49805
27231827,96.99820709,-65.72569275,0.028721072,9.18094349,0.99781,0.002838263,0.99729
37502459,122.2892151,-48.45612335,0.028720274,9.4132309,1.03486,0.000597148,0.99794
54386264,110.582901,-7.690687656,0.028694539,9.99815178,0.997745,0.001186571,1.49792
54037217,88.28870392,-5.092381954,0.028667231,9.801041605,0.989295,0.003008549,1.49779
54060781,91.32061005,-5.570801258,0.028591849,10.06172133,1.013345,0.001807622,1.49987
9517636,122.1537628,-42.98089981,0.028591663,9.852090835,1.03512,0.000431642,1.49831
56469280,108.6780243,-13.37975788,0.028543024,9.06489754,1.035185,0.001527406,1.4974
54251884,104.8678436,-7.324437141,0.02852002,8.8249979,1.03499,0.002137451,1.49623
61892668,117.7696991,-25.37500763,0.02848715,8.6578598,0.99768,0.003421771,0.99768
56681067,118.9002686,-12.61596203,0.028475011,9.053268195,1.034925,0.001583176,0.9982
3218628,115.2887726,-39.3116188,0.028443751,8.282165285,1.03499,0.002631165,1.00041
11555364,39.61952972,-31.31937408,0.028382841,9.55762386,1.17799,0.001057684,1.49766
45026779,103.4710541,-16.89040184,0.028377954,10.2143755,0.9943,0.001322889,1.49766
14773763,104.7411194,-3.049958706,0.028293887,9.77236557,1.015685,0.003752859,0.99677
59138328,109.0659485,1.553173542,0.028206242,9.80441737,0.98637,0.002747678,1.32983
2882808,38.3431015,-38.08454514,0.028085723,10.37544918,1.002685,0.004214702,0.99768
7042901,110.9766922,7.609488964,0.027915152,10.2745657,1.007755,0.002598895,1.33113
54391035,110.784584,-9.252977371,0.027837636,10.05761147,1.034925,0.00196817,0.99729
59526493,95.19332886,0.816959143,0.027821332,10.0543766,0.995145,0.006344139,1.49402
14730393,82.48490143,-1.978778362,0.027817321,10.3897934,1.024135,0.005810348,0.99586
45043237,104.5617447,-19.4551487,0.027814017,9.129467485,1.49597,0.001304842,1.49662
58468171,81.19006348,0.46559,0.027779987,10.21977377,0.998005,0.003822667,1.33113
47873075,101.4228745,-54.95744705,0.027749967,9.10956097,1.49597,0.002849353,1.49779
49867766,44.95239258,-64.0225296,0.027729022,9.7379446,1.495515,0.001558049,0.99846
6766662,99.16757202,6.659739971,0.027660986,10.35173082,1.009705,0.003891565,1.32983
44907668,92.18724823,-19.02066422,0.027630905,10.15755415,1.495905,0.001883796,1.49597
56699575,119.8304749,-11.21941662,0.027626059,8.24716282,1.03499,0.001291273,1.49766
24880320,115.5018387,-55.51095581,0.027621801,7.966757775,1.03512,0.001580584,0.99846
58712345,124.5927582,1.001331687,0.027534935,9.590721605,1.006325,0.002852728,1.49545
47869608,93.94950867,-54.37076569,0.027484539,9.63536167,0.99807,0.001965488,1.49818
37457750,118.1915588,-46.39210129,0.02737976,9.455863715,1.035055,0.00342819,0.99742
24702946,60.2159462,-58.94652176,0.027374869,8.579319,0.997355,0.001523437,0.99885
48905307,113.8894577,-54.12666321,0.027180846,7.503586885,1.03512,0.001201116,0.99742
11748921,97.8264389,-32.27745438,0.027175525,8.365936995,1.03473,0.003178803,1.49571
37492171,121.2380371,-45.62553787,0.027149384,9.14348221,1.035055,0.002359116,0.99989
37504368,122.4970245,-49.26966858,0.027137786,7.12326932,0.974215,0.003027125,0.99729
27859027,78.32344818,-67.92889404,0.02712479,9.53091669,0.996315,0.003380155,0.99625
61057516,121.2118149,-25.29546738,0.027024609,8.55646896,1.495905,0.003313011,1.4961
8426992,75.61692047,8.211539268,0.026964781,10.35830593,1.02069,0.001718969,1.39691
3251580,117.8364639,-35.15777969,0.026927624,9.02852678,0.999175,0.001689893,0.99521
54464815,114.0557556,-6.354732513,0.026867368,7.75830793,1.002165,0.00347819,0.99729
45056246,105.3287888,-19.53057098,0.026766267,9.03423023,1.03499,0.002464939,1.00067
6956942,66.08817291,9.02042675,0.026760047,10.32009983,1.116695,0.003534333,1.00288
7669752,107.1997833,7.284576416,0.026643034,10.00599766,1.00197,0.00135892,1.4935
11930426,111.3272858,-30.47187805,0.026640223,7.84257841,0.998005,0.003750328,1.4961
2933170,67.6960144,-37.87104416,0.026619188,10.36393738,0.76849,0.002993878,0.99846
9258720,94.34247589,-42.61187744,0.026599871,10.07430983,0.997745,0.001448892,1.49805
48916788,117.4778824,-53.90251923,0.026589296,9.99331999,0.99781,0.003920325,0.99781
9334277,105.6858139,-42.63053513,0.026579713,9.58663797,1.048705,0.000737191,0.99833
33907063,99.7695694,-20.51993179,0.026565933,8.93564129,0.805605,0.004291081,0.99859
16018562,85.12172699,-4.354832649,0.026533641,9.100852965,0.960695,0.002907368,1.33087
54208649,102.4235611,-7.569576263,0.026404909,9.221642495,1.035055,0.002654055,1.49831
6771447,102.1827774,5.131812096,0.02639301,9.05286026,0.992155,0.003779171,1.4961
49923549,80.25413513,-62.61966705,0.026343602,9.1287241,0.997225,0.002042814,0.99729
15007239,81.78967285,-4.974977493,0.026291976,7.95105934,0.991895,0.003297287,0.99898
7739187,119.1559982,7.910914421,0.026290818,9.990094185,1.10233,0.003041461,1.49389
9354377,107.9391174,-41.17656326,0.026276913,9.45069504,1.03499,0.001213285,1.4961
7298926,95.90298462,5.015879154,0.02627535,8.488437655,1.035055,0.001956912,1.49857
3194622,113.5496368,-39.60200882,0.026223512,9.72980261,0.973305,0.001640309,1.49818
2994727,88.2808609,-36.94258499,0.026116828,7.49333644,0.997355,0.001715001,1.49779
59358443,83.87638092,4.840833664,0.026111336,7.80638027,0.99625,0.003282714,1.01146
62410046,6.190482616,-29.65205002,0.026092437,9.86238289,0.998395,0.003979644,0.99573
36197431,115.9320068,-74.25434875,0.026043794,7.56414771,0.997615,0.002499376,0.99703
45197058,113.1452866,-19.21058083,0.026006606,8.585502145,0.996185,0.00231251,0.99729
48931423,122.0098572,-52.80206299,0.026003995,8.14254951,0.998005,0.001979552,0.99729
11986179,113.4522324,-33.38979721,0.025985539,9.55526638,1.009185,0.003331764,1.4961
39689667,92.59308624,-77.54898834,0.025924468,9.119450095,0.997615,0.001137152,1.00054
62663739,118.7312622,-28.93771935,0.025892723,8.70804882,1.00912,0.0015902,1.49766
44922537,93.86965179,-15.65670395,0.025881807,9.66580391,0.979025,0.002740384,1.49623
14325088,111.2574844,-0.041278314,0.025858618,9.90635538,1.032,0.003082547,0.66475
54050752,89.96307373,-9.293655396,0.025792454,10.3359251,1.03525,0.001338186,0.9969
54557359,119.7750092,-9.822805405,0.025791099,9.48907471,1.035055,0.000863837,0.98247
12025831,115.6634598,-34.58898544,0.025768897,9.61345315,1.03512,0.002255336,1.49766
59108560,95.9610672,3.659428358,0.025758525,9.964965105,1.015815,0.004056622,0.99703
48291634,122.5977707,-50.68443298,0.025673006,9.22431946,1.03499,0.002252081,1.49792
12002937,114.2826386,-32.43523026,0.025666154,8.18367147,0.99794,0.004801484,1.49831
36199542,116.7750626,-74.61738586,0.025656166,8.82948494,0.997875,0.000966411,1.49688
56054271,32.86973572,-14.41528416,0.02564695,8.409688,1.230445,0.001426254,1.49584
54018821,83.73049164,-5.505895615,0.025641253,7.706522225,1.00639,0.004238649,0.99716
15189583,83.45836639,-1.551834106,0.025574793,9.38343954,1.009575,0.00482105,1.49545
54017754,83.54647827,-5.382082939,0.025470705,8.788155555,1.00106,0.002277867,1.49688
61166012,85.30003357,-28.57080078,0.025454199,8.63592815,0.997745,0.004255436,0.99716
7000967,92.7885437,8.874568939,0.025435718,9.54430723,1.002035,0.002287203,1.49389
14054054,80.91762543,-0.862301707,0.02537262,8.04576015,0.99287,0.005000765,1.49688
54361915,109.5795517,-8.077507019,0.025360517,9.5780592,1.03486,0.002142879,1.49766
9541236,124.5920792,-40.72714996,0.02525551,7.970268965,1.03499,0.002700837,1.49571
44824857,79.97409058,-17.47429085,0.025232058,9.388552665,0.995665,0.001740961,1.49571
62474441,89.35388947,-28.53214836,0.025206188,9.670120715,0.498675,0.004878212,1.49844
9117209,37.89994049,-40.25219345,0.025179053,9.694872855,0.498545,0.002675998,0.99651
16178290,119.5432205,-3.407022476,0.025151659,9.3068018,1.035185,0.003446826,1.49844
14728897,81.41200256,-4.102375984,0.025138011,10.03453589,1.00353,0.003328901,1.49532
56407604,104.8188934,-10.44340229,0.025015675,9.7860775,0.99573,0.001484042,0.99703
11948972,111.9956512,-30.52698326,0.024988534,8.94839287,1.03525,0.000981361,0.99586
9211042,82.58263397,-44.27999496,0.024975224,9.74171543,1.495645,0.00269107,0.99846
44830868,81.12361908,-17.32747269,0.024970214,9.65267181,1.016855,0.000774346,1.02407
15179803,80.55088806,-1.877988338,0.024964836,10.2480669,0.97948,0.002816705,0.99599
34228010,118.5793152,-23.79878044,0.024942267,9.03203583,0.999175,0.001852674,1.00054
9219772,85.02050018,-42.20165253,0.024929058,9.12265491,0.507905,0.001670545,1.49831
6716583,5.741881371,5.530132294,0.024890658,10.36842513,0.345405,0.006773914,0.66553
7044644,111.7510376,8.729784012,0.024885115,8.96672153,1.01432,0.002404603,1.24741
59146457,111.9458694,1.595956087,0.024883974,8.37860823,1.00405,0.003862064,1.24741
24755165,85.1479187,-55.40324402,0.024877406,9.60913849,0.99742,0.002100086,0.99742
14316449,108.2636795,-1.391773939,0.024796514,9.70354128,0.507905,0.001784746,1.32996
39620128,17.53365326,-77.2062912,0.024789131,7.54580164,0.997095,0.001467622,0.99742
47320455,108.4807205,-50.01463318,0.024746546,8.601765155,1.03499,0.002017583,0.99781
15033503,116.3918076,-4.595448494,0.024547292,8.72073746,0.996315,0.002371553,1.49389
39631069,31.04100037,-77.51892853,0.024505067,9.366622925,0.99729,0.001566368,0.99716
61771793,94.76591492,-27.02224541,0.024503563,9.9163475,0.999305,0.004820645,1.49844
54397814,111.0592422,-8.887940407,0.024337083,8.48301935,1.035055,0.00180495,1.49844
59145501,111.5990067,1.673398614,0.024323268,8.40873957,1.013345,0.003203095,1.49558
6974897,85.65906525,8.002774239,0.024311283,9.88601017,1.01016,0.002266126,1.24663
54034105,87.83361053,-9.718808174,0.024280356,9.97793865,0.998005,0.004000165,1.49844
56169897,76.84814453,-11.87483501,0.024239275,7.55374694,0.997485,0.001338224,1.49753
7050732,124.6252289,7.418720245,0.024223034,8.25849533,1.00652,0.003437768,0.99495
33830970,91.67857361,-22.4031086,0.024172607,7.80204272,0.996055,0.002565086,1.49844
9189700,75.61116791,-43.50686264,0.024151698,8.779960395,0.99573,0.003012863,1.49831
59118055,101.1555252,3.197035551,0.024143886,9.40908337,1.048315,0.001927043,1.49402
37354450,107.4560547,-47.80163193,0.024137474,9.73957062,1.034925,0.000952843,0.99651
56443423,107.0193253,-12.26563644,0.024129498,8.87827969,1.035055,0.002127686,1.49558
48936703,123.2624664,-53.76937103,0.024115154,9.32093477,0.99716,0.001346501,0.99768
16760004,106.8806305,-2.940837383,0.024064793,9.9089489,1.03265,0.002950696,1.00249
54573536,120.9376373,-8.634322166,0.024018387,9.84808397,0.991765,0.001470595,1.49805
33871948,96.52301788,-22.79184532,0.023957051,9.58206129,0.99573,0.002922093,1.49753
45157033,110.8457336,-16.56883621,0.023915327,7.83973122,0.997485,0.002285665,1.00067
37354239,107.4323578,-49.70659256,0.02390587,8.950658795,0.9852,0.004117315,0.99755
59169866,124.2419586,3.537754059,0.023898852,9.01296711,1.00652,0.002148221,0.99638
58468136,81.09873962,0.878484726,0.023851783,9.42867732,1.00717,0.007291078,0.66553
62480852,92.65710449,-29.77525711,0.023835679,8.834630965,0.9982,0.002607451,0.9995
33897858,98.99117279,-20.25331306,0.02381709,9.20256186,0.989295,0.001854265,0.99625
60363871,97.90918732,4.340967178,0.023790219,9.43860769,1.03512,0.002386106,1.32957
49899963,66.89388275,-63.1788063,0.023755248,9.40226746,0.99768,0.003020572,0.99872
53829703,22.48597527,-6.655574799,0.023753456,8.241230965,0.996055,0.004370071,1.49558
45006249,101.6192932,-19.19553566,0.023745134,8.59090614,1.03499,0.00343021,1.49831
16169597,117.6753769,-3.799515009,0.023743947,8.02751875,1.03512,0.00470035,1.49844
27432675,79.18655396,-67.54371643,0.02371842,7.79331207,0.997485,0.002712957,1.49805
11569394,48.4155426,-30.22329903,0.023644322,7.96463466,0.998005,0.002562973,1.49805
16670774,105.1223297,-4.144626617,0.023607964,8.897460935,1.03525,0.00256908,1.49844
44823295,79.61891937,-16.48183823,0.023593528,9.977428675,0.978505,0.002129992,1.49584
59164102,120.0623245,1.444973111,0.023592853,8.76463413,1.00964,0.003268522,0.99495
45025753,103.3922958,-19.74870873,0.023551208,8.22067833,1.03512,0.001942277,1.49831
61186162,103.4885483,-26.86371613,0.023476046,8.33269119,1.03499,0.003456513,0.99898
14790588,108.5272293,-2.346333265,0.023418807,9.429486275,1.006325,0.002392231,1.49714
59039076,35.21183014,3.81308341,0.02341027,10.15557098,1.015945,0.001642346,1.4935
11790270,101.8386307,-32.69761276,0.02334204,9.502090455,0.962255,0.002211196,1.49753
61194047,107.9030457,-28.49626541,0.023314043,8.53424597,1.034795,0.001561237,1.0021
11764915,99.79618073,-31.27225494,0.023311484,9.633455515,0.998005,0.002616278,1.49753
11761804,99.46084595,-33.90954971,0.023275799,8.70865631,1.03512,0.002322538,0.99742
45116846,108.7202988,-17.11428452,0.023267692,8.530817985,1.035185,0.00237467,1.00067
15368712,115.6037903,-2.069068909,0.023168876,9.18232536,0.997745,0.007993557,0.66475
60357063,95.52702332,4.401102066,0.023166641,9.70111465,0.99768,0.003697799,1.49779
58691522,106.1842575,1.220611095,0.023125503,8.58839798,1.00197,0.003252915,0.99794
6999456,92.2644577,8.908637047,0.0231228,7.452830075,1.035055,0.002008242,0.99547
6742878,85.82452393,6.494091034,0.023120025,8.62053871,1.034145,0.003119248,1.49857
49911168,73.69125366,-63.69489288,0.023093292,9.81604481,0.99807,0.001963203,0.9969
44887094,89.56214142,-15.43204117,0.023064529,7.910468575,1.49584,0.002603795,1.49831
7741301,119.4483414,6.40787077,0.023061736,7.772386075,1.01913,0.004174873,1.49844
60352618,93.98957062,4.189953804,0.023026888,7.96005368,1.0177,0.002630343,1.00093
37287111,97.25923157,-45.63393402,0.022986372,9.11888981,1.034925,0.000786391,0.99755
11586064,56.44015121,-32.48118973,0.022953991,7.70238352,0.996445,0.001594596,1.49727
49905099,70.27851105,-64.44248199,0.02288617,8.54276943,0.99781,0.003206665,1.49792
61512235,118.3679047,-29.82422829,0.02287831,7.32738614,0.498545,0.003341059,0.99885
49963674,97.77314758,-64.57542419,0.02285728,8.91653752,0.997225,0.002648412,0.99677
58492233,101.6478271,0.403056741,0.022805184,9.22645664,1.035185,0.00371785,1.49623
16187456,121.7160416,-4.303411484,0.022753248,9.21794844,1.00652,0.004016655,1.49844
14067294,92.10194397,-1.295966983,0.022682292,9.418220995,1.019585,0.003812152,0.66488
59357234,80.87010956,4.084825516,0.022630128,9.15376329,1.01575,0.006393138,0.66553
14735163,90.11459351,-1.706313849,0.02255964,9.730460645,1.012305,0.005096596,0.74847
6785530,112.5094681,5.306912899,0.022545151,8.61864233,0.99066,0.001908844,1.32957
59378728,116.1056595,4.958561897,0.022386288,8.61470318,1.03499,0.002398072,1.331
6953167,58.36357117,7.875377178,0.022381449,9.66321087,1.016075,0.002342611,0.99807
6749572,90.98913574,5.216460228,0.022337173,7.88972068,0.99651,0.004649749,0.99807
6974033,85.1751709,6.93282938,0.022264582,9.76667976,1.010615,0.003055427,0.99547
59153614,114.6011047,4.044593811,0.022262275,7.76076865,1.00639,0.002893426,1.49844
7748320,121.3786621,8.398097992,0.022166207,9.675880675,1.01055,0.001413618,1.33113
6994968,90.68077087,7.965299129,0.022132271,8.670544625,0.50797,0.002868855,1.49545
54116577,96.90361023,-8.241172791,0.021956584,7.783455375,0.50797,0.002288545,1.49753
14156497,103.493248,-0.453691721,0.021956496,8.07943773,1.03512,0.004783327,1.33074
3058745,99.84141541,-36.00725937,0.021855565,7.383325335,1.03486,0.0022615,1.49597
15987086,70.75262451,-4.689535618,0.021819498,8.815695765,1.035705,0.003222535,0.99638
7000685,92.6871109,8.505576134,0.02177905,8.57032633,1.015815,0.002261063,1.49402
59352154,58.67340851,4.94968462,0.021744315,7.09915352,1.071975,0.005457573,1.46854
14741654,93.66352081,-3.892516136,0.021734685,9.017489435,1.009575,0.00278847,1.49545
45005487,101.5478439,-19.80005455,0.021726193,8.43268347,1.00964,0.001375277,1.00067
