Star,RA,DEC,RMS,Median Mag,SS Best Metric,SNR at Peak,Peak Period
59536889,97.11930847,0.557205677,0.021726185,8.559359555,1.035055,0.002817616,1.331
15021665,98.52547455,-4.207006454,0.021716396,7.43424392,1.03512,0.006016751,0.49848
6763160,100.111763,6.619482994,0.021631378,8.98311567,1.035445,0.002993989,0.99612
33806034,88.00761414,-24.43977547,0.021587244,9.16252136,0.99807,0.005645305,0.99898
61189970,105.4950867,-26.50409698,0.021575379,7.412179705,0.971485,0.003621804,0.99963
58710782,121.691597,0.002070868,0.021560838,8.467822075,1.03499,0.001914963,1.49376
15192135,84.54282379,-0.933656633,0.021449322,9.73922062,1.035055,0.00511378,0.49796
59141493,110.1662521,2.324030876,0.021332828,8.32211733,1.00964,0.003099003,1.24741
47404261,80.68361664,-52.95624542,0.021331212,9.799674985,1.00704,0.001701469,0.99781
56153602,72.67871857,-11.30304909,0.021327711,9.65693045,1.329765,0.002641554,1.49597
59355672,78.15648651,4.394558907,0.021213949,9.51442909,1.036615,0.003553325,0.99612
45033198,103.9187241,-17.99741554,0.021091375,9.19330454,1.03499,0.001243119,1.49844
58712396,124.7009888,0.64713335,0.021075918,9.45813823,1.03512,0.001680099,0.99625
24671298,39.66918564,-57.02330017,0.021066503,8.52012777,0.997355,0.00444558,0.99768
14727096,79.26339722,-3.204090118,0.021059736,9.72079849,1.01276,0.003389419,1.49532
27235562,118.9593124,-65.28275299,0.020928641,8.16129589,1.03499,0.001056082,0.99989
58468006,80.75799561,0.439159453,0.020817859,7.238465305,1.01601,0.003950244,1.33477
8553697,106.4436722,8.987744331,0.020817555,8.72520113,0.99625,0.004479667,1.32957
6990438,90.20337677,7.960712433,0.020811074,8.8422699,1.015815,0.003288815,1.49688
44810189,76.787323,-18.30763817,0.020693147,8.65241337,0.528055,0.00242199,1.49558
56193900,82.12181091,-11.52963448,0.020644131,9.24688911,0.997355,0.001076316,1.00405
2915678,58.76246643,-36.62658691,0.020563307,9.285099505,0.99651,0.003031287,0.99703
3275289,120.3727188,-35.37906647,0.020537826,7.065231325,0.98793,0.003741902,1.49532
6966993,78.4996109,9.302708626,0.020532107,9.13470602,1.288555,0.003654871,1.13314
59095029,92.4859314,3.296303511,0.020524841,8.256343605,1.02485,0.003146244,1.33074
15364274,114.8853531,-1.998367071,0.020497241,8.47014523,1.035055,0.00307719,1.49844
54028536,86.74649048,-9.042131424,0.020304561,9.343547105,0.498675,0.001058766,1.49831
9189894,75.68463898,-40.38677979,0.020299209,9.3452363,0.507905,0.001333281,1.49779
53884623,49.42747879,-9.080834389,0.020273985,8.61755753,0.998265,0.002526976,0.99677
27439055,98.37490082,-67.34485626,0.020197135,8.89982414,0.99729,0.001915779,0.99677
44778937,68.34226227,-19.76108742,0.020132735,8.39832735,0.99729,0.00147422,1.49805
6955452,62.90593719,8.013395309,0.020043329,9.57742262,0.998265,0.003001677,1.3297
14316402,108.2442322,-0.498506308,0.020036061,8.089068415,1.009575,0.00273679,1.49545
14054450,81.72108459,-0.162517503,0.020030896,8.62173939,1.03473,0.002955294,0.99586
59164725,120.2957077,3.190280914,0.020009893,8.51437378,1.01588,0.002783149,0.99495
53795789,3.069833994,-5.934308052,0.019988483,8.8922987,1.49415,0.003026359,0.66488
58468496,81.76687622,0.736978292,0.019976854,8.81602216,1.034925,0.004003267,1.49857
2973632,82.74676514,-35.36597061,0.019941045,8.07336831,0.99885,0.002127636,0.9982
44889204,89.84106445,-15.76852131,0.019802806,9.32193971,0.997485,0.001596821,1.49558
56237734,90.33994293,-10.02001858,0.019775219,9.23523712,0.98819,0.002119916,1.4961
59082297,89.90474701,2.892410755,0.019715353,7.85985184,1.02537,0.002293438,1.49389
14742717,94.05220032,-3.376388788,0.019663732,7.472856045,0.99638,0.007519155,0.6654
6968372,79.48384857,8.287919044,0.019603213,8.67337036,1.022575,0.003040805,1.49532
6770033,101.5800247,5.727108479,0.019599134,8.00922656,1.03512,0.003415459,1.49389
59530913,95.96208954,1.179876804,0.019592597,9.13767004,0.968885,0.002939804,1.49558
14705355,32.64036179,-2.550170183,0.019543061,9.795045855,1.496945,0.001964392,1.4935
53997033,80.38516998,-9.165370941,0.019476147,9.28215313,1.49558,0.001933039,1.49623
14728097,80.50868225,-2.603744268,0.019431225,9.040777685,0.986435,0.002716121,1.49532
54006096,81.76430511,-8.641256332,0.019415058,9.18507576,1.009445,0.001466854,1.49623
61160794,67.33427429,-27.00465584,0.019369442,8.10078049,0.989425,0.003434421,1.49584
59078356,88.12277985,3.71817255,0.019357955,7.99034786,1.00574,0.002631262,1.33074
56279121,94.89377594,-10.25185585,0.019253898,7.98421621,1.03486,0.004086997,1.49844
6953590,59.40840149,6.873624325,0.018980875,7.629351735,0.748015,0.00368811,1.49597
14739041,92.57276154,-1.756999016,0.018875175,8.21925211,1.01601,0.001674896,1.331
14717576,64.57713318,-2.401667356,0.018824398,7.23668301,1.03928,0.001945484,1.31293
59114794,99.41204834,1.934744477,0.018772247,7.96171665,1.03512,0.002206668,1.33074
9232504,88.32582855,-41.95531464,0.018745482,7.33420229,1.015685,0.001349857,1.49779
37212201,75.59119415,-46.51987076,0.018706081,7.983139275,0.995665,0.000978172,0.99326
61198001,109.9983597,-28.49987602,0.018636131,7.82596588,0.995925,0.001263745,1.49753
33718250,61.76112747,-22.39182472,0.018442025,8.75830555,0.99846,0.004626973,1.49623
14994899,6.247756958,-4.517496109,0.018414504,7.54718304,1.468475,0.004154602,0.99833
14067059,91.55290985,-0.72995919,0.018399946,8.538522245,1.00639,0.002007608,1.00093
61165006,83.40146637,-27.81909561,0.018384894,8.80314159,0.995405,0.002005716,0.99573
6722692,34.27955246,6.299219608,0.018072711,8.92900944,1.00925,0.002705798,1.32996
6738775,80.17753601,6.156071186,0.017913931,7.94597816,1.015815,0.003274506,1.49402
14061423,86.77219391,-1.371299982,0.017832644,7.925059315,1.009705,0.002338458,1.49688
14145064,103.3591614,-1.22361958,0.017684992,8.36805058,1.03512,0.003433585,1.49636
58474926,85.73143768,0.541075051,0.017510771,8.2459085,1.00756,0.003704606,1.49857
58459942,69.0586319,0.619490921,0.017462608,7.84193897,1.035055,0.001635394,1.49688
2911823,56.68753052,-37.49639893,0.017445106,9.01722908,0.995535,0.001897246,0.99859
11618775,71.64446259,-32.43568802,0.01739397,8.930309295,1.032,0.003757051,0.99924
6726511,53.87678909,6.410432816,0.017194791,7.54674578,0.49861,0.002538513,1.24663
14711280,50.11287308,-1.755008817,0.017034245,8.214540005,0.99716,0.002242358,1.49519
14728373,80.83235931,-3.101334572,0.016854167,8.65309906,1.00964,0.002930151,1.49857
56162776,75.02213287,-10.36708164,0.016694876,8.730151415,0.969015,0.000882302,0.99924
59039945,37.62381744,2.823091984,0.01630081,8.63618517,0.249465,0.003239422,1.49532
6726012,51.6522522,5.48850441,0.016180806,8.33705139,0.508555,0.002794567,0.99612
59057480,71.31259918,2.790130138,0.016125282,8.08727646,1.01575,0.002523675,0.9982
59032047,16.72027588,3.811173916,0.014952494,7.96197319,0.747885,0.002015762,1.32957
47394717,55.06530762,-52.72653961,0.014951304,7.82842231,0.99807,0.002448175,0.99885
2894531,46.63768768,-39.11798477,0.013808954,8.20811462,0.99456,0.001581465,1.49597
